155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
84,84,84,84,84,84,84,84,84,87,155,155,155,155,155
155,155,155,155,155,155,155,155,155,83,84,84,84,84,84
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
142,142,142,142,143,155,155,155,155,155,155,155,155,155,155
158,158,158,158,158,142,142,143,155,155,155,155,155,155,155
174,174,174,158,158,158,158,158,142,143,155,155,155,155,155
155,155,155,173,174,174,158,158,158,158,143,155,155,155,155
155,155,155,155,155,155,173,158,158,158,158,142,143,155,155
155,155,155,155,155,155,155,173,174,158,158,158,158,142,142
155,155,155,155,155,155,155,155,155,173,158,158,158,158,158
155,155,155,155,155,155,155,155,155,155,173,158,158,158,158
155,155,155,155,155,155,155,155,155,155,155,173,158,158,158
155,155,155,155,155,155,155,155,155,155,155,155,157,158,158
