155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
155,155,155,155,155,155,155,155,155,155,155,155,78,78,78
155,155,155,155,155,155,155,155,155,155,78,78,78,78,78
155,155,155,155,155,-1,-1,78,78,78,78,78,155,155,155
155,155,155,155,-1,-1,155,78,78,155,155,155,155,155,155
155,155,155,-1,-1,-1,155,155,155,155,155,155,155,155,155
155,155,-1,-1,-1,-1,155,155,155,155,155,155,155,155,155
155,155,155,155,-1,155,155,155,155,155,155,155,155,155,155
-1,-1,-1,155,155,155,155,155,155,155,155,155,155,155,155
-1,-1,-1,155,155,155,155,155,155,155,155,155,155,155,155
-1,-1,155,155,155,155,155,155,155,155,155,155,155,155,155
-1,155,155,155,155,155,155,155,155,155,155,155,155,155,155
