-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
189,190,191,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
205,206,207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
221,222,223,-1,-1,-1,-1,-1,-1,-1,-1,-1,188,189,190
237,238,239,-1,-1,-1,-1,-1,-1,-1,-1,-1,204,205,206
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,220,221,222
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,236,237,238
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
188,189,190,191,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
204,205,206,207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
220,221,222,223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
236,237,238,239,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
