1,2,3,4,16,1,16,33,154,155,155,155,155,155,155
17,18,19,20,48,49,50,0,154,155,155,155,155,155,155
33,34,35,36,64,65,66,8,143,155,155,155,155,155,155
5,6,6,7,80,81,82,2,159,155,155,155,155,155,155
21,155,155,23,16,17,2,19,159,155,155,155,155,155,155
37,38,38,39,138,139,155,19,158,142,142,142,142,142,142
17,33,33,33,154,155,155,173,158,158,158,158,158,158,158
139,139,139,138,155,155,155,141,158,158,158,174,174,174,174
155,155,155,155,155,155,155,157,158,158,175,155,155,155,155
155,155,155,155,155,155,155,157,158,159,155,155,155,155,155
155,155,155,155,155,155,155,157,158,159,155,155,155,155,155
155,155,155,155,155,155,141,158,158,159,155,155,155,155,155
155,155,155,155,155,155,157,158,158,175,155,155,155,155,155
155,155,155,155,155,155,157,158,159,155,155,155,155,155,155
155,155,155,155,155,155,157,158,159,155,155,155,155,155,155
