68,68,68,68,68,68,68,68,68,68,68,68,68,86,87
68,68,68,68,68,68,68,68,68,68,68,68,68,102,103
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,68,68,68,68
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,253,254,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,253,254,-1,-1,253,254,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,250,251,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,253,254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,250,251,-1,108,109,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,124,125,-1,-1,-1,-1,-1,-1,-1,-1
253,254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
