-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,155,155,155,-1,-1,-1,-1,61,62,62,62
62,62,63,-1,155,155,-1,-1,61,62,62,110,78,78,78
94,126,111,63,-1,61,62,62,110,78,78,78,78,-1,-1
-1,93,78,111,62,110,78,78,78,78,-1,-1,-1,-1,-1
-1,-1,93,78,78,78,78,-1,-1,-1,-1,-1,127,94,94
-1,-1,61,78,78,78,78,-1,-1,127,94,94,95,-1,-1
-1,61,110,78,78,78,78,127,94,95,-1,-1,-1,-1,-1
61,110,78,78,78,78,127,95,-1,-1,-1,-1,-1,-1,-1
110,78,78,78,78,127,95,-1,-1,-1,-1,-1,-1,-1,-1
78,78,78,78,127,95,-1,-1,-1,-1,-1,-1,-1,-1,-1
78,78,78,127,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
78,78,127,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
78,127,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
