-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
132,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,22,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,250,251
-1,-1,-1,-1,253,254,-1,-1,-1,-1,-1,-1,-1,-1,202
-1,-1,-1,202,203,-1,-1,-1,-1,-1,253,254,-1,-1,-1
-1,250,251,-1,-1,-1,-1,-1,-1,-1,-1,-1,253,254,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,250,251,-1,-1,250,251
